Region,School LEA number,School Name,Type,Type (Welsh),School Number,Phone Number,Address,Students,Wikipedia URL,Estyn (Schools Inspectorate) URL,School Website
Caerphilly,676,Ysgol Gymraeg Gilfach Fargod,"Nursery, Infants & Juniors",Welsh medium,6762285,01443 875528,Commercial Street+Gilfach+Bargoed++CF81 8JG,107.0,TODO,TODO,TODO
Caerphilly,676,Ynysddu Primary School,"Nursery, Infants & Juniors",English medium,6762296,01495 200223,High Street+Ynysddu+Newport++NP11 7JH,123.0,TODO,TODO,TODO
Caerphilly,676,Upper Rhymney Primary School,"Nursery, Infants & Juniors",English medium,6762307,01685 840293,Oakland Terrace+Rhymney+++NP22 5EP,158.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Y Lawnt,"Nursery, Infants & Juniors",Welsh medium,6762309,01685 840285,Surgery Hill+Rhymney+++NP22 5LS,194.0,TODO,TODO,TODO
Caerphilly,676,Bryn Awel Primary School,"Nursery, Infants & Juniors",English medium,6762310,01685 840230,Eglwys Fan+Rhymney+++NP22 5JJ,130.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Gymraeg Trelyn,"Nursery, Infants & Juniors",Welsh medium,6762313,01443 821600,Commercial Street+Pengam+Blackwood++NP12 3ST,209.0,TODO,TODO,TODO
Caerphilly,676,Phillipstown Primary School,"Nursery, Infants & Juniors",English medium,6762316,01443 875522,Cefn Rhychdir Road+Phillipstown+New Tredegar+Caerphilly+NP24 6XE,129.0,TODO,TODO,TODO
Caerphilly,676,Maesycwmmer Primary School,"Nursery, Infants & Juniors",English medium,6762322,01443 812148,Tabor Road+Maesycwmmer+Hengoed++CF82 7PU,161.0,TODO,TODO,TODO
Caerphilly,676,Bedwas Junior,Juniors,English medium,6762323,02920 852511,Church Street+Bedwas+Caerphilly++CF83 8EB,165.0,TODO,TODO,TODO
Caerphilly,676,Machen Primary School,"Nursery, Infants & Juniors",English medium,6762326,01633 440403,Commercial Road+Machen+Newport++CF83 8NA,173.0,TODO,TODO,TODO
Caerphilly,676,Graig-Y-Rhacca Primary And Nursery Community,"Nursery, Infants & Juniors",English medium,6762328,02920 852516,Addison Way+Machen+Caerphilly++CF83 8WW,142.0,TODO,TODO,TODO
Caerphilly,676,Bedwas Infants,Nursery & Infants,English medium,6762335,02920 852512,St Mary's Street+Bedwas+Caerphilly++CF83 8EE,152.0,TODO,TODO,TODO
Caerphilly,676,Hendredenny Park Primary,"Nursery, Infants & Juniors",English medium,6762338,02920 852520,White Cross Lane+Hendredenny Estate+Caerphilly++CF83 2BL,254.0,TODO,TODO,TODO
Caerphilly,676,Cwm Glas Infants School,Nursery & Infants,English medium,6762339,02920 852515,Pant Glas+Llanbradach+Caerphilly++CF83 3PD,52.0,TODO,TODO,TODO
Caerphilly,676,Cwmaber Infants School,Nursery & Infants,English medium,6762347,02920 830248,Bryngelli Terrace+Abertridwr+Caerphilly++CF83 4FF,118.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Gymraeg Bro Allta,"Nursery, Infants & Juniors",Welsh medium,6762368,01443 814883,Central Street+Ystrad Mynach+Hengoed++CF82 7XQ,289.0,TODO,TODO,TODO
Caerphilly,676,Cwmfelinfach Primary,"Nursery, Infants & Juniors",English medium,6762370,01495 200225,King Street+Cwmfelinfach+Ynysddu++NP11 7HL,213.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Gymraeg Cwm Gwyddon,"Nursery, Infants & Juniors",Welsh medium,6762373,01495 244267,Heol Gwyddon+Abercarn+Newport++NP11 5GX,233.0,TODO,TODO,TODO
Caerphilly,676,Y G G Y Castell,"Nursery, Infants & Juniors",Welsh medium,6762374,02920 864790,Crescent Road+Caerphilly+++CF83 1WH,456.0,TODO,TODO,TODO
Caerphilly,676,Cwrt Rawlin Primary School,"Nursery, Infants & Juniors",English medium,6762376,02920 807070,Cae Meillion+Caerphilly+++CF83 1SN,365.0,TODO,TODO,TODO
Caerphilly,676,Cefn Fforest Primary,"Nursery, Infants & Juniors",English medium,6762377,01443 830449,Cefn Fforest Avenue+Cefn Fforest+Blackwood++NP12 3JX,279.0,TODO,TODO,TODO
Caerphilly,676,Penllwyn Primary,"Nursery, Infants & Juniors",English medium,6762378,01495 223505,Fleur-De-Lys Avenue+Pontllanfraith+Blackwood++NP12 2NT,146.0,TODO,TODO,TODO
Caerphilly,676,Blackwood Primary,"Nursery, Infants & Juniors",English medium,6762379,01495 224111,Apollo Way+Blackwood+++NP12 1WA,410.0,TODO,TODO,TODO
Caerphilly,676,Glyn-Gaer Primary School,"Nursery, Infants & Juniors",English medium,6762380,01443 875518,Oxford Street Glyngaer+Gelligaer+Hengoed+Caerphilly+CF82 8FF,241.0,TODO,TODO,TODO
Caerphilly,676,Park Primary,"Nursery, Infants & Juniors",English medium,6762381,01443 875524,Park Crescent+Bargoed+++CF81 8PN,123.0,TODO,TODO,TODO
Caerphilly,676,Aberbargoed Primary School,"Nursery, Infants & Juniors",English medium,6762382,01443 875512,Heol Ysgol Newydd+Bargoed+Caerphilly++CF81 9DD,242.0,TODO,TODO,TODO
Caerphilly,676,Trinant Primary,"Nursery, Infants & Juniors",English medium,6762383,01495 214357,Conway Road+Pentwyn+Crumlin++NP11 3JN,187.0,TODO,TODO,TODO
Caerphilly,676,Ty Sign Primary School,"Nursery, Infants & Juniors",English medium,6762384,01633 612813,Elm Drive+Risca+Caerphilly++NP11 6HJ,494.0,TODO,TODO,TODO
Caerphilly,676,Tyn-y-Wern Primary,"Nursery, Infants & Juniors",English medium,6762385,02920 852528,Navigator Street+Trethomas+++CF83 8FL,231.0,TODO,TODO,TODO
Caerphilly,676,Twyn Primary,"Nursery, Infants & Juniors",English medium,6762386,02920 852527,East View+Caerphilly+++CF83 1UT,457.0,TODO,TODO,TODO
Caerphilly,676,White Rose Primary School,"Nursery, Infants & Juniors",English medium,6762387,01443 828060,White Rose Way+New Tredegar+++NP24 6DW,227.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Bro Sannan,"Nursery, Infants & Juniors",Welsh medium,6762388,01443 828000,Ty Fry Road+Aberbargoed+Bargoed++CF81 9FN,145.0,TODO,TODO,TODO
Caerphilly,676,Plasyfelin Primary School,"Nursery, Infants & Juniors",English medium,6762389,02920 852523,Lewis Drive+Churchill Park+Caerphilly++CF83 3FT,304.0,TODO,TODO,TODO
Caerphilly,676,St James Primary School,"Nursery, Infants & Juniors",English medium,6762390,02920 852522,Lansbury Park+Caerphilly+++CF83 3GT,309.0,TODO,TODO,TODO
Caerphilly,676,St Gwladys Bargoed School,"Nursery, Infants & Juniors",English medium,6762391,01443 875523,Church Place+Bargoed+++CF81 8RP,444.0,TODO,TODO,TODO
Caerphilly,676,Rhiw Syr Dafydd Primary School,"Nursery, Infants & Juniors",English medium,6762392,01495 222829,Maes-y-Garn Road+Oakdale+Blackwood++NP12 0NA,634.0,TODO,TODO,TODO
Caerphilly,676,Ystrad Mynach Primary,"Nursery, Infants & Juniors",English medium,6762393,01443 812707,Lewis Street+Ystrad Mynach+Hengoed++CF82 7AQ,463.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Gynradd Gymraeg Cwm Derwen,"Nursery, Infants & Juniors",Welsh medium,6762394,01495 226062,Beech Grove+Oakdale+Blackwood++NP12 0JL,203.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Penalltau,"Nursery, Infants & Juniors",Welsh medium,6762395,01443 862974,Cwm Calon+Penallta+Ystrad Mynach++CF82 6AP,242.0,TODO,TODO,TODO
Caerphilly,676,St Helens Rc Primary,"Nursery, Infants & Juniors",English medium,6763310,02920 852532,Lansbury Park+Caerphilly+++CF83 1QH,244.0,TODO,TODO,TODO
Caerphilly,676,Newbridge School,Secondary (ages 11-16),English medium,6764031,01495 243243,Bridge Street+Newbridge+Newport++NP11 5FR,994.0,TODO,TODO,TODO
Caerphilly,676,Blackwood Comprehensive School,Secondary (ages 11-16),English medium,6764046,01495 225566,Ty Isha Terrace+Cen Fforest+Blackwood++NP12 1ER,979.0,TODO,TODO,TODO
Caerphilly,676,St Cenydd School,Secondary (ages 11-19),English medium,6764065,02920 852504,St Cenydd Road+Trecenydd+Caerphilly++CF83 2RP,1047.0,TODO,TODO,TODO
Caerphilly,676,Risca Community Comprehensive,Secondary (ages 11-16),English medium,6764068,01633 612425,Pontymason Lane+Rogerstone+Newport++NP11 6YY,673.0,TODO,TODO,TODO
Caerphilly,676,St Martin's School,Secondary (ages 11-19),English medium,6764070,02920 858050,Hillside+Caerphilly+++CF83 1UW,1053.0,TODO,TODO,TODO
Caerphilly,676,Heolddu Comprehensive School,Secondary (ages 11-19),English medium,6764073,01443 875531,Mountain Road+Bargoed+Caerphilly++CF81 8XL,692.0,TODO,TODO,TODO
Caerphilly,676,Lewis School Pengam,Secondary (ages 11-19),English medium,6764075,01443 873873,Gilfach+Bargoed+++CF81 8LJ,657.0,TODO,TODO,TODO
Caerphilly,676,Lewis Girls' Comprehensive School,Secondary (ages 11-19),English medium,6764077,01443 813168,Oakfield Street+Ystrad Mynach+++CF82 7WW,676.0,TODO,TODO,TODO
Caerphilly,676,Bedwas High School,Secondary (ages 11-19),English medium,6764093,02920 859800,Newport Road+Bedwas+Caerphilly++CF83 8BJ,710.0,TODO,TODO,TODO
Caerphilly,676,Ysgol Gyfun Cwm Rhymni,Secondary (ages 11-19),Welsh medium,6764103,01443 875227,Heol Gelli Haf+Fleur De Lys+Blackwood+Caerphilly+NP12 3JQ,1821.0,TODO,TODO,TODO
Caerphilly,676,Islwyn High School,Secondary (ages 11-16),English medium,6764104,01495 233600,Waterloo+Oakdale+Blackwood++NP12 0NU,1055.0,TODO,TODO,TODO
Caerphilly,676,Idris Davies School 3 to 18,Middle (ages 3-19),English medium,6765500,01685 846900,Mill Field+Abertysswg+Rhymney++NP22 5XF,883.0,TODO,TODO,TODO
Caerphilly,676,Trinity Fields School,Special (with post-16 provision),Not applicable,6767011,01443 866000,Caerphilly Road+Ystrad Mynach+Hengoed++CF82 7XW,225.0,TODO,TODO,TODO
Blaenau Gwent,677,Bryn Bach Primary School,"Nursery, Infants & Juniors",English medium,6772067,01495 722569,Merthyr Road+Tredegar+Blaenau Gwent++NP22 3RX,245.0,TODO,TODO,TODO
Blaenau Gwent,677,Glanhowy Primary School,"Nursery, Infants & Juniors",English medium,6772070,01495 722312,Coach Bach+Tredegar+Blaenau Gwent++NP22 4RW,304.0,TODO,TODO,TODO
Blaenau Gwent,677,Deighton Primary School,"Nursery, Infants & Juniors",English medium,6772072,01495 722567,Stockton Way+Tredegar+Blaenau Gwent++NP22 3ES,234.0,TODO,TODO,TODO
Blaenau Gwent,677,Georgetown Junior And Infants,"Nursery, Infants & Juniors",English medium,6772074,01495 717341,Oakfield Road+Tredegar+Blaenau Gwent++NP22 4LJ,459.0,TODO,TODO,TODO
Blaenau Gwent,677,Sofrydd Primary,"Nursery, Infants & Juniors",English medium,6772179,01495 244003,Sofrydd Road+Crumlin+Newbridge+Blaenau Gwent+NP11 5DW,146.0,TODO,TODO,TODO
Blaenau Gwent,677,Cwm Primary School,"Nursery, Infants & Juniors",English medium,6772253,01495 370437,Canning Street+Cwm+Ebbw Vale+Blaenau Gwent+NP23 7RD,208.0,TODO,TODO,TODO
Blaenau Gwent,677,Beaufort Hill Primary,"Nursery, Infants & Juniors",English medium,6772277,01495 302624,Beaufort Hill+Ebbw Vale+Blaenau Gwent++NP23 5QD,241.0,TODO,TODO,TODO
Blaenau Gwent,677,Willowtown Primary School,"Nursery, Infants & Juniors",English medium,6772278,01496 302436,Brynheulog Street+Willowtown+Ebbw Vale+Blaenau Gwent+NP23 6NJ,489.0,TODO,TODO,TODO
Blaenau Gwent,677,Blaen-y-Cwm Primary School,"Nursery, Infants & Juniors",English medium,6772306,01495 313524,Blaenafon Road+Brynmawr+Blaenau Gwent++NP23 4BR,275.0,TODO,TODO,TODO
Blaenau Gwent,677,Ysgol Gymraeg Brohelyg,"Nursery, Infants & Juniors",Welsh medium,6772307,01495 355830,Rising Sun Industrial Estate+Blaina+Blaenau Gwent++NP13 3DQ,287.0,TODO,TODO,TODO
Blaenau Gwent,677,Glyncoed Primary,"Nursery, Infants & Juniors",English medium,6772309,01495 302402,Badminton Grove+Ebbw Vale+Blaenau Gwent++NP23 5UL,346.0,TODO,TODO,TODO
Blaenau Gwent,677,Rhos Y Fedwen,"Nursery, Infants & Juniors",English medium,6772310,01495 356021,Honeyfield Road+Rassau+Ebbw Vale+Blaenau Gwent+NP23 5TA,118.0,TODO,TODO,TODO
Blaenau Gwent,677,Ystruth Primary,"Nursery, Infants & Juniors",English medium,6772311,01495 355990,East Pentwyn+Blaina+Blaenau Gwent++NP13 3XG,352.0,TODO,TODO,TODO
Blaenau Gwent,677,St. Illtyd's Primary School,"Nursery, Infants & Juniors",English medium,6772312,01495 321718,Llanhilleth+++Abertillery+NP13 2JT,172.0,TODO,TODO,TODO
Blaenau Gwent,677,Coed Y Garn Primary School,"Nursery, Infants & Juniors",English medium,6772313,01495 290044,Parrot Row+Blaina+Blaenau Gwent++NP13 3AH,201.0,TODO,TODO,TODO
Blaenau Gwent,677,St Mary's Roman Catholic,"Nursery, Infants & Juniors",English medium,6773308,01495 310596,Catholic Road+Brynmawr+Blaenau Gwent++NP23 4EF,218.0,TODO,TODO,TODO
Blaenau Gwent,677,St. Mary's Church School,"Nursery, Infants & Juniors",English medium,6773309,01495 310525,Intermediate Road+Brynmawr+Blaenau Gwent++NP23 4SF,247.0,TODO,TODO,TODO
Blaenau Gwent,677,All Saints R.C. Primary School,"Nursery, Infants & Juniors",English medium,6773315,01495 303631,Heol yr Ysgol+Ebbw Vale+Blaenau Gwent++NP23 6QF,210.0,TODO,TODO,TODO
Blaenau Gwent,677,St. Joseph's R.C. Primary,"Nursery, Infants & Juniors",English medium,6773316,01495 722899,Ashvale+Tredegar+Blaenau Gwent++NP22 3RU,122.0,TODO,TODO,TODO
Blaenau Gwent,677,Tredegar Comprehensive School,Secondary (ages 11-16),English medium,6774061,01495 713000,Stable Lane+Tredegar+Blaenau Gwent++NP22 4BH,700.0,TODO,TODO,TODO
Blaenau Gwent,677,Brynmawr Foundation School,Secondary (ages 11-16),English medium,6775401,01495 310527,"Rhydw, Intermediate Road+Brymawr+Blaenau Gwent++NP23 4XT",562.0,TODO,TODO,TODO
Blaenau Gwent,677,Ebbw Fawr Learning Community,Middle (ages 3-16),English medium,6775500,01495 354690,Lime Avenue+Ebbw Vale+Blaenau Gwent++NP23 6GL,1381.0,TODO,TODO,TODO
Blaenau Gwent,677,Abertillery Learning Community,Middle (ages 3-16),English medium,6775501,01495 355911,Alma Street+Abertillery+Blaenau Gwent++NP13 1HN,1655.0,TODO,TODO,TODO
Blaenau Gwent,677,Pen-y-cwm Special School,Special (with post-16 provision),Not applicable,6777011,01495 357755,Strand Annealing Lane+Ebbw Vale+Blaenau Gwent++NP23 6AN,160.0,TODO,TODO,TODO
Blaenau Gwent,677,The River Centre 3-16 Learning Community,Special (without post-16 provision),Not applicable,6777012,01495 357714,Pontygof++Ebbw Vale+Blaenau Gwent+NP23 6EH,42.0,TODO,TODO,TODO
Torfaen,678,Llanyrafon Primary School,Infants & Juniors,English medium,6782203,01633 867130,Llanyrafon Way+Llanyrafon+Cwmbran+Torfaen+NP44 8HW,407.0,TODO,TODO,TODO
Torfaen,678,Maendy Junior And Infants,"Nursery, Infants & Juniors",English medium,6782204,01633 483168,Wayfield Crescent+Cwmbran+Torfaen++NP44 1NH,229.0,TODO,TODO,TODO
Torfaen,678,Llantarnam Community Primary School,"Nursery, Infants & Juniors",English medium,6782205,01633 480039,Llantarnam Road+Llantarnam+Cwmbran+Torfaen+NP44 3XB,380.0,TODO,TODO,TODO
Torfaen,678,Pontnewydd Primary & Nursery,"Nursery, Infants & Juniors",English medium,6782211,01633 483307,Bryncelyn Road+Pontnewydd+Cwmbran+Torfaen+NP44 1JW,378.0,TODO,TODO,TODO
Torfaen,678,Greenmeadow Primary,Infants & Juniors,English medium,6782249,01633 484320,Greenmeadow++Cwmbran+Torfaen+NP44 5YY,189.0,TODO,TODO,TODO
Torfaen,678,Cwmffrwdoer Primary,"Nursery, Infants & Juniors",English medium,6782298,01495 742761,Waunddu+Pontnewynydd+Pontypool+Torfaen+NP4 6QZ,245.0,TODO,TODO,TODO
Torfaen,678,George Street Primary School,"Nursery, Infants & Juniors",English medium,6782308,01495 756436,Wainfelin Road+Pontypool+Torfaen++NP4 6BX,427.0,TODO,TODO,TODO
Torfaen,678,Ysgol Gymraeg Cwmbran Primary,"Nursery, Infants & Juniors",Welsh medium,6782312,01633 483383,Henllys Way+St Dials+Cwmbran+Torfaen+NP44 4HB,314.0,TODO,TODO,TODO
Torfaen,678,Garnteg Primary,"Nursery, Infants & Juniors",English medium,6782315,01495 742934,Hillcrest+Garndiffaith+Pontypool+Torfaen+NP4 7SJ,424.0,TODO,TODO,TODO
Torfaen,678,Ysgol Bryn Onnen,Infants & Juniors,Welsh medium,6782318,01495 772284,Varteg Road+Pontypool+Torfaen++NP4 7RT,191.0,TODO,TODO,TODO
Torfaen,678,Woodlands Community Primary School,"Nursery, Infants & Juniors",English medium,6782319,01633 647488,Thornhill Road+Upper Cwmbran+Cwmbran+Torfaen+NP44 5UA,348.0,TODO,TODO,TODO
Torfaen,678,New Inn Primary School,"Nursery, Infants & Juniors",English medium,6782320,01495 757649,Off Golf Road+New Inn+Pontypool+Torfaen+NP4 0NG,588.0,TODO,TODO,TODO
Torfaen,678,Griffithstown Primary School,"Nursery, Infants & Juniors",English medium,6782321,01495 759679,Florence Place+Griffithstown+Pontypool+Torfaen+NP4 5DN,384.0,TODO,TODO,TODO
Torfaen,678,Penygarn Community Primary School,"Nursery, Infants & Juniors",English medium,6782322,01495 742090,Penygarn Road+Penygarn+Pontypool++NP4 8JR,419.0,TODO,TODO,TODO
Torfaen,678,Blenheim Road Community Primary School,"Nursery, Infants & Juniors",English medium,6782323,01495 484655,Blenheim Road+St Dials+Cwmbran++NP44 4SZ,277.0,TODO,TODO,TODO
Torfaen,678,Coed Eva Primary School,"Nursery, Infants & Juniors",English medium,6782324,01633 484131,Teynes+Coed Eva+Cwmbran+Torfaen+NP44 4TG,473.0,TODO,TODO,TODO
Torfaen,678,Croesyceiliog Primary School,"Nursery, Infants & Juniors",English medium,6782325,01633 624114,North Road+Croesyceiliog+Cwmbran+Torfaen+NP44 2LL,394.0,TODO,TODO,TODO
Torfaen,678,Nant Celyn Primary School ,"Nursery, Infants & Juniors",English medium,6782326,01633 624170,Henllys Way+Cwmbran+++NP44 7DJ,467.0,TODO,TODO,TODO
Torfaen,678,Ysgol Panteg,"Nursery, Infants & Juniors",Welsh medium,6782327,01495 762581,Station Road+Griffithstown++Pontypool+NP4 5HP,410.0,TODO,TODO,TODO
Torfaen,678,Blaenavon Heritage Vc Primary School,"Nursery, Infants & Juniors",English medium,6783028,01495 766500,Blaenavon Community Campus+Middle Coed Cae Road+Blaenavon+Torfaen+NP4 9AW,458.0,TODO,TODO,TODO
Torfaen,678,Our Lady of the Angels Primary RC School,"Nursery, Infants & Juniors",English medium,6783321,01633 484673,Victoria Street+Cwmbran+Torfaen++NP44 3JR,219.0,TODO,TODO,TODO
Torfaen,678,St. Davids Cwmbran R.C. School,"Nursery, Infants & Juniors",English medium,6783324,01633 482580,Caldicot Way+Pontrhydyrun+Cwmbran+Torfaen+NP44 1UF,215.0,TODO,TODO,TODO
Torfaen,678,Henllys Church In Wales,Infants & Juniors,English medium,6783330,01633 877796,Ty Canol Way+Cwmbran+Torfaen++NP44 6JA,176.0,TODO,TODO,TODO
Torfaen,678,Padre Pio Rc Primary School,Infants & Juniors,English medium,6783331,01633 742074,Conway Road+Pontypool+Torfaen++NP4 6HL,202.0,TODO,TODO,TODO
Torfaen,678,Ponthir Church in Wales School,Infants & Juniors,English medium,6783332,01633 421651,Caerleon Road+Ponthir+Torfaen++NP18 1GA,100.0,TODO,TODO,TODO
Torfaen,678,Croesyceiliog School,Secondary (ages 11-16),English medium,6784051,01633 645900,Woodland Road+Croesyceiliog+Cwmbran+Torfaen+NP44 2YB,1194.0,TODO,TODO,TODO
Torfaen,678,Abersychan Comprehensive,Secondary (ages 11-16),English medium,6784070,01495 773068, INCLINE ROAD+ABERSYCHAN+Pontypool+Torfaen+NP4 7DF,745.0,TODO,TODO,TODO
Torfaen,678,West Monmouth School,Secondary (ages 11-16),English medium,6784072,01495 762080,Blaendare Road+Pontypool+Torfaen++NP4 5YG,1183.0,TODO,TODO,TODO
Torfaen,678,Cwmbran High School,Secondary (ages 11-16),English medium,6784076,01633 643950,Ty Gwyn Way+Fairwater+Cwmbran++NP44 4YZ,1115.0,TODO,TODO,TODO
Torfaen,678,St. Albans R.C. High School,Secondary (ages 11-16),English medium,6784603,01495 765800,The Park+Pontypool+Torfaen++NP4 6XG,768.0,TODO,TODO,TODO
Torfaen,678,Ysgol Gymraeg Gwynllyw,Middle (ages 3-19),Welsh medium,6785500,,Heol Folly+Trefddyn+Pontypool+Torfaen+NP4 8JD,750.0,TODO,TODO,TODO
Torfaen,678,Crownbridge Special School,Special (with post-16 provision),Not applicable,6787012,01633 624201,Turnpike Road+Croesyceiliog+Cwmbran+Torfaen+NP44 2BJ,118.0,TODO,TODO,TODO
Monmouthshire,679,Gilwern Primary School,Infants & Juniors,English medium,6792057,01873 830325,Cae Meldon+Gilwern+Abergavenny+Monmouthshire+NP7 0AY,209.0,TODO,TODO,TODO
Monmouthshire,679,Goytre Fawr Primary,Infants & Juniors,English medium,6792134,01873 880369,Penperlleni+Nr Pontypool+Monmouthshire++NP4 0AH,180.0,TODO,TODO,TODO
Monmouthshire,679,Undy Primary School,"Nursery, Infants & Juniors",English medium,6792163,01633 880021,Pennyfarthing Lane+Undy+Newport+Monmouthshire+NP26 3LZ,381.0,TODO,TODO,TODO
Monmouthshire,679,Rogiet County Primary,Infants & Juniors,English medium,6792164,01291 420348,Station Road+Rogiet+Newport+Monmouthshire+NP26 3SD,201.0,TODO,TODO,TODO
Monmouthshire,679,Pembroke Primary,"Nursery, Infants & Juniors",English medium,6792228,01291 622310,Fairfield Road+Bulwark+Chepstow+Monmouthshire+NP16 5JP,236.0,TODO,TODO,TODO
Monmouthshire,679,Llanvihangel Crucorney County Primary School,Infants & Juniors,English medium,6792243,01873 890416,Pandy+Abergavenny+Monmouthshire++NP7 8DL,65.0,TODO,TODO,TODO
Monmouthshire,679,Thornwell Primary School,"Nursery, Infants & Juniors",English medium,6792246,01291 623390,Thornwell Road+Bulwark+Chepstow+Monmouthshire+NP16 5NT,295.0,TODO,TODO,TODO
Monmouthshire,679,Durand Primary School,"Nursery, Infants & Juniors",English medium,6792261,01291 422296,Alianore Road+Caldicot+Monmouthshire++NP26 5DF,232.0,TODO,TODO,TODO
Monmouthshire,679,Llandogo Primary,Infants & Juniors,English medium,6792263,01594 530388,Llandogo+Homlfield Drive+Monmouth+Monmouthshire+NP25 4TJ,64.0,TODO,TODO,TODO
Monmouthshire,679,Shirenewton Primary School,Infants & Juniors,English medium,6792299,01291 641774,Shirenewton+Chepstow+Monmouthshire++NP16 6RN,200.0,TODO,TODO,TODO
Monmouthshire,679,Trellech Junior & Infants,Infants & Juniors,English medium,6792301,01600 860395,Trellech+Monmouth+Monmouthshire++NP25 4PA,181.0,TODO,TODO,TODO
Monmouthshire,679,The Dell Primary,Infants & Juniors,English medium,6792303,01291 635641,Welsh Street+Chepstow+Monmouthshire++NP16 5UQ,398.0,TODO,TODO,TODO
Monmouthshire,679,Overmonnow Primary School,"Nursery, Infants & Juniors",English medium,6792304,01600 713458,Rockfield Road+Monmouth+Monmouthshire++NP25 5BA,355.0,TODO,TODO,TODO
Monmouthshire,679,Cross Ash County Primary School,Infants & Juniors,English medium,6792305,01873 821427,Cross Ash+Abergavenny+Monmouthshire++NP7 8PL,169.0,TODO,TODO,TODO
Monmouthshire,679,Ysgol Gymraeg Y Fenni,"Nursery, Infants & Juniors",Welsh medium,6792317,01873 852388,St David's Road+Abergavenny+++NP7 6HF,282.0,TODO,TODO,TODO
Monmouthshire,679,Ysgol Gymraeg Y Ffin,"Nursery, Infants & Juniors",Welsh medium,6792318,01291 420331,Sandy Lane+Caldicot+++NP26 4NQ,125.0,TODO,TODO,TODO
Monmouthshire,679,Cantref Primary,Infants & Juniors,English medium,6792319,01873 854697,Harold Road+Abergavenny+Monmouthshire++NP7 7DG,241.0,TODO,TODO,TODO
Monmouthshire,679,Kymin View Primary School,"Nursery, Infants & Juniors",English medium,6792321,01600 714146,Wyesham Road+Monmouth+++NP25 3JR,170.0,TODO,TODO,TODO
Monmouthshire,679,Castle Park Primary School,Infants & Juniors,English medium,6792322,01873 420465,Church Road+Caldicot+Monmouthshire++NP26 4HN,190.0,TODO,TODO,TODO
Monmouthshire,679,Llanfoist Fawr Primary,Infants & Juniors,English medium,6792323,01873 853093,Llanfoist+Abergavenny+Monmouthshire++NP7 9FD,203.0,TODO,TODO,TODO
Monmouthshire,679,Dewstow,"Nursery, Infants & Juniors",English medium,6792324,01291 636360,Green Lane+Caldicot+Newport+Monmouthshire+NP26 4EE,235.0,TODO,TODO,TODO
Monmouthshire,679,Llantilio Pertholey Cv Primary,Infants & Juniors,English medium,6793004,01873 853746,Hillgrove Avenue+Mardy  Abergavenny+Monmouthshire++NP7 6LZ,191.0,TODO,TODO,TODO
Monmouthshire,679,Usk Primary School,Infants & Juniors,English medium,6793022,01291 673818,Monmouth Road+Usk+Monmouthshire++NP15 1SE,258.0,TODO,TODO,TODO
Monmouthshire,679,Raglan Primary,Infants & Juniors,English medium,6793031,01291 690704, STATION ROAD+RAGLAN+Monmouthshire++NP15 2EN,171.0,TODO,TODO,TODO
Monmouthshire,679,Osbaston Church In Wales School,Infants & Juniors,English medium,6793032,01600 775070,Osbaston Road+Osbaston+Monmouth+Monmouthshire+NP25 3AX,208.0,TODO,TODO,TODO
Monmouthshire,679,Magor V A Primary School,"Nursery, Infants & Juniors",English medium,6793310,01633 880327,Sycamore Terrace+Magor+Newport+Monmouthshire+NP26 3EG,321.0,TODO,TODO,TODO
Monmouthshire,679,Our Lady & St Michael's Rc,Infants & Juniors,English medium,6793317,01873 735080,14  Pen Y Pound Road+Abergavenny+Monmouthshire++NP7 5UD,212.0,TODO,TODO,TODO
Monmouthshire,679,St Mary's R.C.P.School,Infants & Juniors,English medium,6793326,01291 623006,Bulwark Road+Chepstow+Monmouthshire++NP16 5JE,145.0,TODO,TODO,TODO
Monmouthshire,679,Archbishop Rowan Williams VA,Infants & Juniors,English medium,6793327,01291 420526,Crick Road+Portskewett+Monmouthshire++NP26 5UL,216.0,TODO,TODO,TODO
Monmouthshire,679,Monmouth Comprehensive School,Secondary (ages 11-19),English medium,6794060,01600 775177,Old Dixton Road+Monmouth+Monmouthshire++NP25 3YT,1688.0,TODO,TODO,TODO
Monmouthshire,679,Chepstow Comprehensive School,Secondary (ages 11-19),English medium,6794065,01291 635777,Welsh Street+Chepstow+Monmouthshire++NP16 5LR,768.0,TODO,TODO,TODO
Monmouthshire,679,Caldicot School,Secondary (ages 11-19),English medium,6794066,01291 426436,Mill Lane+Caldicot+Monmouthshire++NP26 5XA,1405.0,TODO,TODO,TODO
Monmouthshire,679,King Henry viii 3-19 School,Middle (ages 3-19),English medium,6795500,01873 735373,Old Hereford Road+Abergavenny+Monmouthshire++NP7 6EP,1367.0,TODO,TODO,TODO
Newport,680,Newport Nursery School,Nursery,Not available,6801019,01633 259415,Newport Nursery School+Church Road+Newport++NP19 7EJ,65.0,TODO,TODO,TODO
Newport,680,Clytha Primary School,"Nursery, Infants & Juniors",English medium,6802003,01633 265266,Bryngwyn Road+Newport+++NP20 4JT,234.0,TODO,TODO,TODO
